texture: Golem/Golem1_attack
dimensions: 1, 1
sprites: 17

clip: 0, 0, 224, 192
pivot: 0.5, 0.5
scale: 1, 1

clip: 224, 0, 224, 192
pivot: 0.5, 0.5
scale: 1, 1

clip: 448, 0, 224, 192
pivot: 0.5, 0.5
scale: 1, 1

clip: 672, 0, 224, 192
pivot: 0.5, 0.5
scale: 1, 1

clip: 896, 0, 224, 192
pivot: 0.5, 0.5
scale: 1, 1

clip: 1120, 0, 224, 192
pivot: 0.5, 0.5
scale: 1, 1

clip: 1344, 0, 224, 192
pivot: 0.5, 0.5
scale: 1, 1

clip: 1568, 0, 224, 192
pivot: 0.5, 0.5
scale: 1, 1

clip: 1792, 0, 224, 192
pivot: 0.5, 0.5
scale: 1, 1

clip: 2016, 0, 224, 192
pivot: 0.5, 0.5
scale: 1, 1

clip: 2240, 0, 224, 192
pivot: 0.5, 0.5
scale: 1, 1

clip: 2464, 0, 224, 192
pivot: 0.5, 0.5
scale: 1, 1

clip: 2688, 0, 224, 192
pivot: 0.5, 0.5
scale: 1, 1

clip: 2912, 0, 224, 192
pivot: 0.5, 0.5
scale: 1, 1

clip: 3136, 0, 224, 192
pivot: 0.5, 0.5
scale: 1, 1

clip: 3360, 0, 224, 192
pivot: 0.5, 0.5
scale: 1, 1

clip: 3584, 0, 224, 192
pivot: 0.5, 0.5
scale: 1, 1
